Template model,Taget model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,Previous cofactor,New cofactor,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,sucrose,GAPD,NADH,NADPH,1.48494983708149,1.43869210123632,3.21526307160675
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,sucrose,VALDHr,NADH,NADPH,1.50000000464775,1.43869210123632,4.26136373159649
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,sucrose,LLEUDr,NADH,NADPH,1.50000000328117,1.43869210123632,4.26136363660938
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,sucrose,ASAD,NADPH,NADH,1.46762590278318,1.43869210123632,2.01111839857861
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,sucrose,FDH,NADH,NADPH,1.46762590249803,1.43869210123632,2.01111837875846
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,MDH,NADH,NADPH,0.617647060312289,0.592643053079242,4.21906695828666
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,GLUDxi,NADH,NADPH,0.617647060186273,0.592643053079242,4.2190669370232
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,HSDy,NADPH,NADH,0.604316548117729,0.592643053079242,1.96973456076716
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,ALAD_L,NADH,NADPH,0.61764706031229,0.592643053079242,4.21906695828675
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,GAPD,NADH,NADPH,0.612040135240085,0.592643053079242,3.27297891370876
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,VALDHr,NADH,NADPH,0.617647058601107,0.592643053079242,4.21906666954923
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,LLEUDr,NADH,NADPH,0.61764706019391,0.592643053079242,4.21906693831182
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,ASAD,NADPH,NADH,0.604316548221681,0.592643053079242,1.96973457830751
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,FDH,NADH,NADPH,0.604316548968495,0.592643053079242,1.96973470432169
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,MDH,NADH,NADPH,0.61764706018681,0.592643053181542,4.21906691912401
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,GLUDxi,NADH,NADPH,0.617647060186273,0.592643053181542,4.21906691903331
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,HSDy,NADPH,NADH,0.604316548146501,0.592643053181542,1.9697345480204
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,ALAD_L,NADH,NADPH,0.617647060317315,0.592643053181542,4.21906694114479
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,GAPD,NADH,NADPH,0.612040135119067,0.592643053181542,3.272978875462
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,VALDHr,NADH,NADPH,0.617647060728739,0.592643053181542,4.21906701056671
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,LLEUDr,NADH,NADPH,0.617647060190553,0.592643053181542,4.21906691975551
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,ASAD,NADPH,NADH,0.604316548347925,0.592643053181542,1.96973458200775
iYO844,iYO844_met_87755,pentan-3-one,met_87755,aerobic,L-arabinose,FDH,NADH,NADPH,0.604316547866559,0.592643053181542,1.96973450078414
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,ALAD_L,NADH,NADPH,0.800000001917429,0.77922078163883,2.66666659414509
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,MDH,NADH,NADPH,0.800000001698294,0.77922078163883,2.66666656602274
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,KARA1,NADPH,NADH,0.789473686122547,0.77922078163883,1.31578940466055
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,VALDHr,NADH,NADPH,0.800000002159637,0.77922078163883,2.66666662522845
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,GAPD,NADH,NADPH,0.800000001917701,0.77922078163883,2.66666659417997
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,LLEUDr,NADH,NADPH,0.800000001861239,0.77922078163883,2.66666658693404
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,IPMD,NADH,NADPH,0.789473686122548,0.77922078163883,1.31578940466077
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-glucose,GLUDxi,NADH,NADPH,0.8000000019108,0.77922078163883,2.66666659329444
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,THRD,NADH,NADPH,0.786324788237533,0.776119404892282,1.31492438932994
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,ALAD_L,NADH,NADPH,0.80000000191743,0.776119404892282,3.07692307067906
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,MDH,NADH,NADPH,0.800000001917429,0.776119404892282,3.07692307067903
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,KARA1,NADPH,NADH,0.787878788904581,0.776119404892282,1.5151513978614
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,VALDHr,NADH,NADPH,0.800000001917428,0.776119404892282,3.07692307067888
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,GAPD,NADH,NADPH,0.800000001917428,0.776119404892282,3.07692307067883
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,LLEUDr,NADH,NADPH,0.800000001853182,0.776119404892282,3.07692306240101
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,ASAD,NADPH,NADH,0.786324788457018,0.776119404892282,1.31492441760974
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,IPMD,NADH,NADPH,0.787878789814895,0.776119404892282,1.51515151515193
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,GLUDxi,NADH,NADPH,0.800000001922907,0.776119404892282,3.07692307138478
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,fructose,HSDy,NADPH,NADH,0.786324788237533,0.776119404892282,1.31492438932996
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,ALAD_L,NADH,NADPH,0.800000000602621,0.775974026580559,3.0962343066992
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,MDH,NADH,NADPH,0.800000000832508,0.775974026580559,3.09623433632477
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,KARA1,NADPH,NADH,0.78618421114083,0.775974026580559,1.31578947368431
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,VALDHr,NADH,NADPH,0.800000000821499,0.775974026580559,3.09623433490606
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,GAPD,NADH,NADPH,0.800000000602906,0.775974026580559,3.09623430673595
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,LLEUDr,NADH,NADPH,0.800000000599499,0.775974026580559,3.0962343062969
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,IPMD,NADH,NADPH,0.786184211140825,0.775974026580559,1.31578947368364
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-galactose,GLUDxi,NADH,NADPH,0.80000000060262,0.775974026580559,3.09623430669905
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,ALAD_L,NADH,NADPH,1.60000000383485,1.55844156183707,2.66666668904735
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,MDH,NADH,NADPH,1.60000000383485,1.55844156183707,2.66666668904735
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,KARA1,NADPH,NADH,1.5789473719943,1.55844156183707,1.31578948222192
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,VALDHr,NADH,NADPH,1.60000000383485,1.55844156183707,2.66666668904729
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,GAPD,NADH,NADPH,1.60000000383485,1.55844156183707,2.66666668904731
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,LLEUDr,NADH,NADPH,1.60000000395538,1.55844156183707,2.66666669678095
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,IPMD,NADH,NADPH,1.57894737224509,1.55844156183707,1.31578949831427
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,sucrose,GLUDxi,NADH,NADPH,1.60000000548317,1.55844156183707,2.66666679481468
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,ALAD_L,NADH,NADPH,0.666666668081911,0.646103897518696,3.18257955758889
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,MDH,NADH,NADPH,0.666666668264523,0.646103897518696,3.18257958585257
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,KARA1,NADPH,NADH,0.654605267225015,0.646103897518696,1.31578988131295
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,VALDHr,NADH,NADPH,0.666666668311089,0.646103897518696,3.18257959305978
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,GAPD,NADH,NADPH,0.666666668264523,0.646103897518696,3.18257958585259
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,LLEUDr,NADH,NADPH,0.666666668264523,0.646103897518696,3.18257958585257
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,IPMD,NADH,NADPH,0.654605264751246,0.646103897518696,1.31578949843811
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,D-xylose,GLUDxi,NADH,NADPH,0.666666668349504,0.646103897518696,3.18257959900529
iYO844,iYO844_3mb,isovalerate,3mb,aerobic,L-arabinose,ALAD_L,NADH,NADPH,0.666666668264524,0.646103897518873,3.18257958582421
