Template model,Target model,Target chemical,Target ID,Yield type,Oxygen availability,Carbon source,molar yield (mol/mol),molar yield (mol/C mol),gram yield (g/g)
iJN1463,iJN1463_met_11009,(R)-3-phenyllactate,met_11009,YA,aerobic,fructose,0.487047286121707,0.0811745476869511,0.446522381493662
iJN1463,iJN1463_met_11009,(R)-3-phenyllactate,met_11009,YT,aerobic,glycerol,0.304278922836389,0.101426307612129,0.545710020477358
iJN1463,iJN1463_met_11009,(R)-3-phenyllactate,met_11009,YA,aerobic,glycerol,0.273197605784157,0.0910658685947191,0.48996713166032
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YT,aerobic,D-glucose,0.515580737458962,0.0859301229098271,0.472748036985591
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YA,aerobic,D-glucose,0.462218287223088,0.077036381203848,0.423818758281189
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YT,aerobic,fructose,0.543438078582691,0.0905730130971153,0.498291084611433
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YA,aerobic,fructose,0.487047289154564,0.0811745481924274,0.446585050872466
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YT,aerobic,glycerol,0.304278922809822,0.101426307603274,0.545786607386695
iJN1463,iJN1463_phe__L,L-phenylalanine zwitterion,phe__L,YA,aerobic,glycerol,0.273197605173952,0.0910658683913175,0.490035894360173
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YT,aerobic,D-glucose,0.945652175767953,0.157608695961325,0.604207033257704
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YA,aerobic,D-glucose,0.845086958666996,0.140847826444499,0.539952740791088
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YT,aerobic,fructose,1.0192307712985,0.169871795216417,0.651218721123469
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YA,aerobic,fructose,0.913498612388387,0.152249768731398,0.583663106393206
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YT,aerobic,glycerol,0.547008548341844,0.182336182780614,0.683701318246743
iJN1463,iJN1463_oxptn,5-oxopentanoate,oxptn,YA,aerobic,glycerol,0.491481628364013,0.163827209454671,0.614298694645877
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YT,aerobic,D-glucose,0.0,0.0,0.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YA,aerobic,D-glucose,0.0,0.0,0.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YT,aerobic,fructose,0.0,0.0,0.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YA,aerobic,fructose,0.0,0.0,0.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YT,aerobic,glycerol,0.0,0.0,0.0
iJN1463,iJN1463_3hpp,3-hydroxypropionate,3hpp,YA,aerobic,glycerol,0.0,0.0,0.0
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YT,aerobic,D-glucose,1.81132075807252,0.301886793012087,0.895526362622856
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YA,aerobic,D-glucose,1.61975001521872,0.269958335869787,0.800812795316655
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YT,aerobic,fructose,1.95833333669455,0.326388889449093,0.9682101427907
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YA,aerobic,fructose,1.75100000583364,0.291833334305607,0.865703470348028
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YT,aerobic,glycerol,1.04918032970456,0.349726776568189,1.01473141158425
iJN1463,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,YA,aerobic,glycerol,0.943488493465127,0.314496164488375,0.912509874310121
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YT,aerobic,D-glucose,1.68421052943523,0.280701754905872,0.832682407350768
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YA,aerobic,D-glucose,1.51016659965624,0.25169443327604,0.746634187190458
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YT,aerobic,fructose,1.7777777809962,0.296296296832701,0.878942541055736
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YA,aerobic,fructose,1.61034424665692,0.268390707776153,0.796162534632409
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YT,aerobic,glycerol,1.1176470604962,0.372549020165402,1.08095009717695
iJN1463,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,YA,aerobic,glycerol,1.00223704720496,0.334079015734987,0.969329470691368
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YT,aerobic,D-glucose,1.31578947616263,0.219298246027105,0.55576446925129
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YA,aerobic,D-glucose,1.18234098263849,0.197056830439749,0.499398361663836
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YT,aerobic,fructose,1.42028985741295,0.236714976235492,0.59990344434898
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YA,aerobic,fructose,1.27291103022979,0.212151838371632,0.537653428558306
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YT,aerobic,glycerol,0.777777779011726,0.259259259670575,0.642654946692248
iJN1463,iJN1463_met_16997,"propane-1,2-diol",met_16997,YA,aerobic,glycerol,0.697676517527464,0.232558839175821,0.576469625745487
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YT,aerobic,D-glucose,0.262626263607234,0.0437710439345391,0.297897328424572
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YA,aerobic,D-glucose,0.235324588269423,0.0392207647115706,0.266929000912544
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YT,aerobic,fructose,0.282485876227032,0.0470809793711721,0.320424114061794
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YA,aerobic,fructose,0.253043871412812,0.0421739785688021,0.287028007910216
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YT,aerobic,glycerol,0.151515151775207,0.0505050505917359,0.336203687406218
iJN1463,iJN1463_met_61677,(+)-alpha-santalene,met_61677,YA,aerobic,glycerol,0.136090974804531,0.0453636582681772,0.30197829732483
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YT,aerobic,D-glucose,1.19148936449086,0.198581560748477,0.847096222802012
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YA,aerobic,D-glucose,1.07075773369396,0.178459622282328,0.761261374864044
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YT,aerobic,fructose,1.27659574718433,0.212765957864055,0.907603095514873
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YA,aerobic,fructose,1.14595335586346,0.190992225977244,0.814722135328531
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YT,aerobic,glycerol,0.680851065591154,0.226950355197051,0.946918606644427
iJN1463,iJN1463_itacon,itaconate(2-),itacon,YA,aerobic,glycerol,0.612264131666506,0.204088043888835,0.85152881115435
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YT,aerobic,D-glucose,0.540059348139275,0.0900098913565459,0.360173264348067
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YA,aerobic,D-glucose,0.48416336956134,0.08069389492689,0.322895440831618
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YT,aerobic,fructose,0.568665378114695,0.0947775630191158,0.379251032804041
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YA,aerobic,fructose,0.509656836433045,0.0849428060721742,0.339897396661782
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YT,aerobic,glycerol,0.317880795187082,0.10596026506236,0.414717372763461
iJN1463,iJN1463_pacald,phenylacetaldehyde,pacald,YA,aerobic,glycerol,0.28555357197737,0.0951845239924567,0.372542251519097
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YT,aerobic,D-glucose,0.842105265633348,0.140350877605558,0.47268427084724
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YA,aerobic,D-glucose,0.758785595023106,0.126464265837184,0.42591589240703
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YT,aerobic,fructose,0.902255640781633,0.150375940130272,0.506447432507049
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YA,aerobic,fructose,0.812637079916911,0.135439513319485,0.456143407790068
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YT,aerobic,glycerol,0.481203008360741,0.160401002786913,0.528385699808625
iJN1463,iJN1463_met_48946,2-methylbutyrate,met_48946,YA,aerobic,glycerol,0.432728033965727,0.144242677988575,0.475157679983543
iJN1463,iJN1463_cit,citrate(3-),cit,YT,aerobic,D-glucose,1.1785714309236,0.1964285718206,1.23708148752193
iJN1463,iJN1463_cit,citrate(3-),cit,YA,aerobic,D-glucose,1.05801061456583,0.176335102427638,1.11053544192514
iJN1463,iJN1463_cit,citrate(3-),cit,YT,aerobic,fructose,1.26190476425694,0.21031746070949,1.32455189555599
iJN1463,iJN1463_cit,citrate(3-),cit,YA,aerobic,fructose,1.13229737822713,0.188716229704522,1.18851016427294
iJN1463,iJN1463_cit,citrate(3-),cit,YT,aerobic,glycerol,0.67368421164152,0.224561403880506,1.38330109790372
iJN1463,iJN1463_cit,citrate(3-),cit,YA,aerobic,glycerol,0.605819247641659,0.201939749213886,1.24395141805675
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YT,aerobic,D-glucose,1.77551020756432,0.295918367927387,1.30161948035747
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YA,aerobic,D-glucose,1.58669387430536,0.264448979050894,1.163198976475
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YT,aerobic,fructose,1.91836735081585,0.319727891802642,1.40634748460786
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YA,aerobic,fructose,1.71526530938371,0.285877551563952,1.25745418481034
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YT,aerobic,glycerol,1.03225806632254,0.344086022107515,1.48035919393724
iJN1463,iJN1463_mal__L,(S)-malate(2-),mal__L,YA,aerobic,glycerol,0.928271426310789,0.309423808770263,1.33123216494104
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YT,aerobic,D-glucose,1.77551020756432,0.295918367927387,1.30161948035747
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YA,aerobic,D-glucose,1.58669387430536,0.264448979050894,1.163198976475
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YT,aerobic,fructose,1.91836735081585,0.319727891802642,1.40634748460786
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YA,aerobic,fructose,1.71526530938371,0.285877551563952,1.25745418481034
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YT,aerobic,glycerol,1.03225806632254,0.344086022107515,1.48035919393724
iJN1463,iJN1463_mal__L_path_1,(S)-malate(2-),mal__L,YA,aerobic,glycerol,0.928271426310789,0.309423808770263,1.33123216494104
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YT,aerobic,D-glucose,0.957264959179123,0.159544159863187,0.611626807242816
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YA,aerobic,D-glucose,0.862538941472389,0.143756490245398,0.551103363636901
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YT,aerobic,fructose,1.02564102755552,0.170940171259253,0.65531443624444
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YA,aerobic,fructose,0.923426987636351,0.153904497939391,0.590006658819096
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YT,aerobic,glycerol,0.547008547965793,0.182336182655264,0.683701317776719
iJN1463,iJN1463_met_39150,4-oxopentanoate,met_39150,YA,aerobic,glycerol,0.491904517320905,0.163968172440301,0.614827259945589
iJN1463,iJN1463_met_88764,ethyl butyrate,met_88764,YT,aerobic,D-glucose,0.750000001501272,0.125000000250212,0.483574059166901
iJN1463,iJN1463_met_88764,ethyl butyrate,met_88764,YA,aerobic,D-glucose,0.681881654387272,0.113646942397878,0.439653705097941
iJN1463,iJN1463_met_88764,ethyl butyrate,met_88764,YT,aerobic,fructose,0.750000001501274,0.125000000250212,0.483574059166902
iJN1463,iJN1463_met_88764,ethyl butyrate,met_88764,YA,aerobic,fructose,0.695045058669959,0.115840843111659,0.44814101286953
