Template model,Target model,Target chemical,Target ID,Yield type,Oxygen availability,Carbon source,molar yield (mol/mol),molar yield (mol/C mol),gram yield (g/g),Max yield (mol/mol),Production flux at max yield (mmol/gDCW/h),Carbon uptake rate at max yield (mmol/gDCW/h)
eciML1515,eciML1515_met_4ACAA,4-aminocinnamate,met_4ACAA,YA,aerobic,D-glucose,0.140680526554593,0.0234467544257656,0.126632017819758,0.452555112669103,2.23977727749305,4.94918124840791
eciML1515,eciML1515_met_14BDO,"1,4-butanediol",met_14BDO,YT,aerobic,D-glucose,0.249999999999999,0.0416666666666666,0.125059753808757,1.02419354838709,4.98367246929338,4.86594792277464
eciML1515,eciML1515_met_14BDO,"1,4-butanediol",met_14BDO,YA,aerobic,D-glucose,0.170240931294585,0.0283734885490976,0.0851611558234978,0.723734737136477,2.43807270013052,3.36873798510347
eciML1515,eciML1515_met__L,L-methionine zwitterion,met__L,YT,aerobic,D-glucose,0.090909090909091,0.0151515151515151,0.0752940579720588,0.610878693350537,0.520428022589411,0.851933498834239
eciML1515,eciML1515_met__L,L-methionine zwitterion,met__L,YA,aerobic,D-glucose,0.0490779373858116,0.00817965623096861,0.0406480476894401,0.218497317074418,0.334323935218339,1.53010544795143
eciML1515,eciML1515_glyald,D-glyceraldehyde,glyald,YT,aerobic,D-glucose,1.0,0.166666666666666,0.5,2.0,172.509747438155,86.2548737190773
eciML1515,eciML1515_glyald,D-glyceraldehyde,glyald,YA,aerobic,D-glucose,0.9994918731525,0.16658197885875,0.49974593657625,1.99064483166534,183.054799852123,91.9575390548111
eciML1515,eciML1515_met_DHB,"2,4-dihydroxybutyrate",met_DHB,YT,aerobic,D-glucose,0.5,0.0833333333333333,0.330535922557731,1.5,17.4182146623188,11.6121431082125
eciML1515,eciML1515_met_DHB,"2,4-dihydroxybutyrate",met_DHB,YA,aerobic,D-glucose,0.471887900696564,0.0786479834494274,0.31195180520114,1.38781823442078,7.66952194908267,5.52631588118858
eciML1515,eciML1515_12ppd__R,"(R)-propane-1,2-diol",12ppd__R,YT,aerobic,D-glucose,0.333333333333333,0.0555555555555555,0.140793665278461,1.43518518518518,13.9111595473323,9.69293697491543
eciML1515,eciML1515_12ppd__R,"(R)-propane-1,2-diol",12ppd__R,YA,aerobic,D-glucose,0.33323992570778,0.0555399876179634,0.140754211672561,1.16969055392945,6.15900494018164,5.26549942588754
eciML1515,eciML1515_etoh,ethanol,etoh,YT,aerobic,D-glucose,0.75,0.125,0.191785746876538,2.0,534.720871551455,267.360435775727
eciML1515,eciML1515_etoh,ethanol,etoh,YA,aerobic,D-glucose,0.757912442148673,0.126318740358112,0.193809071712672,1.99659524992244,490.31455169184,245.575337170058
eciML1515,eciML1515_met_77761,piperidin-2-one,met_77761,YT,aerobic,D-glucose,0.25,0.0416666666666666,0.137562898307843,0.77536231884058,5.11805771321764,6.60085948059845
eciML1515,eciML1515_met_77761,piperidin-2-one,met_77761,YA,aerobic,D-glucose,0.2156512301179,0.0359418716863168,0.11866243295468,0.627470433505959,3.07345391973754,4.89816532480227
eciML1515,eciML1515_thr__L,L-threonine zwitterion,thr__L,YT,aerobic,D-glucose,0.333333333333332,0.0555555555555554,0.220400170489392,1.28496042481378,9.6540760675093,7.5131310514161
eciML1515,eciML1515_thr__L,L-threonine zwitterion,thr__L,YA,aerobic,D-glucose,0.314352217615138,0.0523920362691897,0.207849847068286,0.95298144461342,3.86498769768588,4.05567990807389
eciML1515,eciML1515_gcald,glycolaldehyde,gcald,YT,aerobic,D-glucose,1.00000005131593,0.166666675219322,0.333333350438644,2.71627906976745,14.6327224287289,5.38704678454914
eciML1515,eciML1515_gcald,glycolaldehyde,gcald,YA,aerobic,D-glucose,0.904732582360033,0.150788763726672,0.301577527453344,2.39508261635525,18.0531425069281,7.53758654655542
eciML1515,eciML1515_fer,ferulate,fer,YT,aerobic,D-glucose,0.1,0.0166666666666667,0.107227174600129,0.440329238488258,0.620271231916186,1.40865329326234
eciML1515,eciML1515_fer,ferulate,fer,YA,aerobic,D-glucose,0.0635477574834565,0.0105912929139094,0.0681404648712528,0.248204482937142,0.546451404383466,2.2016177867418
eciML1515,eciML1515_iamoh,isoamylol,iamoh,YT,aerobic,D-glucose,0.666666666666666,0.111111111111111,0.3261922582451,0.782608696667,11.6500774300695,14.8862100302299
eciML1515,eciML1515_iamoh,isoamylol,iamoh,YA,aerobic,D-glucose,0.665534739210942,0.110922456535157,0.325638419285672,0.758046776816576,24.3815491900837,32.1636473312032
eciML1515,eciML1515_octa,octanoate,octa,YT,aerobic,D-glucose,0.199999999999995,0.0333333333333325,0.158977325635995,0.545454545454546,11.341532862854,20.7928102485657
eciML1515,eciML1515_octa,octanoate,octa,YA,aerobic,D-glucose,0.19983167244866,0.0333052787414434,0.158843524316285,0.537457205016536,15.8582976983088,29.5061589095653
eciML1515,eciML1515_met_64782,(+)-artemisinate,met_64782,YT,aerobic,D-glucose,0.0555555555555555,0.00925925925925925,0.0719518995315488,0.247883508296647,0.257506448635677,1.0388204136901
eciML1515,eciML1515_met_64782,(+)-artemisinate,met_64782,YA,aerobic,D-glucose,0.0522118085635809,0.00870196809393015,0.0676212984742903,0.216407016037218,1.70066603070867,7.85864553677958
eciML1515,eciML1515_glyc__R,D-glycerate,glyc__R,YT,aerobic,D-glucose,1.0,0.166666666666666,0.583213825715819,2.0,187.481632580838,93.7408162904192
eciML1515,eciML1515_glyc__R,D-glycerate,glyc__R,YA,aerobic,D-glucose,0.999699933854091,0.166616655642348,0.583038822990895,1.99066172791567,172.288136717405,86.5481735552327
eciML1515,eciML1515_met_62898,isopentenyl alcohol,met_62898,YT,aerobic,D-glucose,0.166666666666666,0.0277777777777777,0.0796831240442073,0.784565916398714,0.422592648804794,0.538632433517585
eciML1515,eciML1515_met_62898,isopentenyl alcohol,met_62898,YA,aerobic,D-glucose,0.157450454115559,0.0262417423525933,0.0752768643966416,0.664969962236818,4.46552832358008,6.71538351681177
eciML1515,eciML1515_etha,ethanolaminium(1+),etha,YT,aerobic,D-glucose,1.0,0.166666666666666,0.344651642788456,2.13432835820895,28.2305398684139,13.2268963019841
eciML1515,eciML1515_etha,ethanolaminium(1+),etha,YA,aerobic,D-glucose,0.958317693279417,0.159719615546569,0.330285767301995,1.97600221981971,21.7563741147167,11.0102984179348
eciML1515,eciML1515_lys__L,L-lysinium(1+),lys__L,YT,aerobic,D-glucose,0.25,0.0416666666666666,0.204261304155046,0.79850746315643,9.66247364759794,12.1006679253854
eciML1515,eciML1515_lys__L,L-lysinium(1+),lys__L,YA,aerobic,D-glucose,0.247115111204788,0.0411858518674648,0.201904219564437,0.68601737358044,4.36463375536556,6.36227874606995
eciML1515,eciML1515_glyc,glycerol,glyc,YT,aerobic,D-glucose,0.7164076374338,0.119401272905633,0.366220164495622,1.71428571428571,107.461145615071,62.6856682754584
eciML1515,eciML1515_glyc,glycerol,glyc,YA,aerobic,D-glucose,0.642704805093301,0.10711746751555,0.328544039935846,1.65945180558279,51.4163844072678,30.9839576143705
eciML1515,eciML1515_glyc_path_1,glycerol,glyc,YT,aerobic,D-glucose,0.933733501563797,0.155622250260632,0.477314895417157,1.71428571428571,56.0240100938278,32.6806725547328
eciML1515,eciML1515_glyc_path_1,glycerol,glyc,YA,aerobic,D-glucose,0.860345262660897,0.143390877110149,0.43979958776447,1.68650384928964,43.0172631329833,25.5067684257597
eciML1515,eciML1515_glyc_path_2,glycerol,glyc,YT,aerobic,D-glucose,0.799999999999997,0.133333333333332,0.408951714481923,1.71428571428571,72.7562431879715,42.44114185965
eciML1515,eciML1515_glyc_path_2,glycerol,glyc,YA,aerobic,D-glucose,0.799820543739988,0.133303423956664,0.408859978300417,1.70001622171291,87.8747178874715,51.6905172816116
eciML1515,eciML1515_glyc_path_3,glycerol,glyc,YT,aerobic,D-glucose,0.5,0.0833333333333333,0.255594821551203,1.71428571428572,6.95004805756394,4.0541947002456
eciML1515,eciML1515_glyc_path_3,glycerol,glyc,YA,aerobic,D-glucose,0.499859806006409,0.0833099676677348,0.255523155833654,1.69973613537986,86.1573037801604,50.6886345396813
eciML1515,eciML1515_val__L,L-valine zwitterion,val__L,YT,aerobic,D-glucose,0.5,0.0833333333333334,0.325124941800401,1.0,118.105303198028,118.105303198028
eciML1515,eciML1515_val__L,L-valine zwitterion,val__L,YA,aerobic,D-glucose,0.498823970768332,0.0831373284613887,0.324360228929398,0.995752107379108,98.0029094328723,98.4209912352814
eciML1515,eciML1515_pser__L,O-phosphonato-L-serine(2-),pser__L,YT,aerobic,D-glucose,1.0,0.166666666666666,1.0161011730508,2.00000000000003,2.86948442661075,1.43474221330535
eciML1515,eciML1515_pser__L,O-phosphonato-L-serine(2-),pser__L,YA,aerobic,D-glucose,0.950884662448337,0.158480777074722,0.966195020949774,1.95939072830288,37.9096439912254,19.3476693768275
eciML1515,eciML1515_frdp,"2-trans,6-trans-farnesyl diphosphate(3-)",frdp,YT,aerobic,D-glucose,0.0555555555555555,0.00925925925925925,0.116967324198478,0.262836624775583,0.135013347862792,0.513677833057209
eciML1515,eciML1515_frdp,"2-trans,6-trans-farnesyl diphosphate(3-)",frdp,YA,aerobic,D-glucose,0.0523579234605452,0.00872632057675754,0.110234991739837,0.221679746348621,1.54557371342995,6.97210159650457
eciML1515,eciML1515_met_1883,4-hydroxystyrene,met_1883,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.13338284601091,0.578378378921581,8.73066154352249,15.0950690096702
eciML1515,eciML1515_met_1883,4-hydroxystyrene,met_1883,YA,aerobic,D-glucose,0.186099071779523,0.0310165119632538,0.124112119169707,0.515193150234282,4.19438418287478,8.14138188942807
eciML1515,eciML1515_chor,chorismate(2-),chor,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.248858843796827,0.57837837837838,5.37697302664235,9.2966356068115
eciML1515,eciML1515_chor,chorismate(2-),chor,YA,aerobic,D-glucose,0.189542683489171,0.0315904472481952,0.235846865316316,0.512541045358082,4.2622900904467,8.31599757531397
eciML1515,eciML1515_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,YT,aerobic,D-glucose,1.0,0.166666666666666,0.727740221412701,1.16535433070866,13.0255260578082,11.1773095225786
eciML1515,eciML1515_alac__S,(2S)-2-hydroxy-2-methyl-3-oxobutanoate,alac__S,YA,aerobic,D-glucose,0.998708171581004,0.166451361930167,0.726800105913033,1.12651321145843,32.7926459075682,29.1098635808392
eciML1515,eciML1515_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,YT,aerobic,D-glucose,0.353768948847004,0.0589614914745006,0.284995642845179,0.917159763313609,19.3406595602504,21.0875578431117
eciML1515,eciML1515_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,YA,aerobic,D-glucose,0.333232982925813,0.0555388304876355,0.268451904825685,0.87467780043679,22.9310893277433,26.2166129245445
eciML1515,eciML1515_glyclt,glycolate,glyclt,YT,aerobic,D-glucose,0.999999999999998,0.166666666666666,0.416547159049151,3.00000000000008,1.39669402006454,0.465564673354832
eciML1515,eciML1515_glyclt,glycolate,glyclt,YA,aerobic,D-glucose,0.900653118787575,0.150108853131262,0.375164497919723,2.45063067908839,11.0775853190888,4.52029977981407
eciML1515,eciML1515_glx,glyoxylate,glx,YT,aerobic,D-glucose,0.999999999999999,0.166666666666666,0.405357515946745,3.0,11.0002590530375,3.66675301767917
eciML1515,eciML1515_glx,glyoxylate,glx,YA,aerobic,D-glucose,0.899560303656106,0.149926717276017,0.364643530134339,2.50359030762187,8.47579867955187,3.38545753821955
eciML1515,eciML1515_sucsal,4-oxobutanoate,sucsal,YT,aerobic,D-glucose,0.5,0.0833333333333333,0.280536777373017,1.47445255474452,8.28424820831971,5.6185247749495
eciML1515,eciML1515_sucsal,4-oxobutanoate,sucsal,YA,aerobic,D-glucose,0.451526550566854,0.0752544250944757,0.25333960678876,1.19462398011723,6.08000670668878,5.08947317974658
eciML1515,eciML1515_sucsal_path_1,4-oxobutanoate,sucsal,YT,aerobic,D-glucose,0.5,0.0833333333333333,0.280536777373017,1.30066815693531,4.14625661784846,3.18778974924551
eciML1515,eciML1515_sucsal_path_1,4-oxobutanoate,sucsal,YA,aerobic,D-glucose,0.264011254027747,0.0440018756712912,0.148129732790306,0.995933902300876,3.35902835119171,3.37274225069701
eciML1515,eciML1515_dhap,glycerone phosphate(2-),dhap,YT,aerobic,D-glucose,0.5,0.0833333333333333,0.466379340491134,1.79245283018867,15.6399979653642,8.72547254909794
eciML1515,eciML1515_dhap,glycerone phosphate(2-),dhap,YA,aerobic,D-glucose,0.483944920298435,0.0806574867164058,0.451403825525637,1.48188667882067,9.83735447669489,6.63839861528662
eciML1515,eciML1515_15dap,cadaverine(2+),15dap,YT,aerobic,D-glucose,0.249999999999998,0.0416666666666663,0.144588591835025,0.804511279057435,9.73906635872847,12.1055684516179
eciML1515,eciML1515_15dap,cadaverine(2+),15dap,YA,aerobic,D-glucose,0.247137719174985,0.0411896198624976,0.142933179219325,0.692872827521134,4.61948621129916,6.66714875776861
eciML1515,eciML1515_met_75460,"meso-butane-2,3-diol",met_75460,YT,aerobic,D-glucose,0.6,0.1,0.300143409141017,1.09090909090909,85.7788943149709,78.6306531220566
eciML1515,eciML1515_met_75460,"meso-butane-2,3-diol",met_75460,YA,aerobic,D-glucose,0.609296492978038,0.101549415496339,0.30479387763349,1.08248754091726,58.9928141785112,54.4974532718617
eciML1515,eciML1515_met_75460_path_1,"meso-butane-2,3-diol",met_75460,YT,aerobic,D-glucose,0.6,0.1,0.300143409141017,1.09090909090909,42.8894471574854,39.3153265610283
eciML1515,eciML1515_met_75460_path_1,"meso-butane-2,3-diol",met_75460,YA,aerobic,D-glucose,0.609296492965045,0.101549415494174,0.30479387762699,1.08248754095183,58.9928141935213,54.4974532839878
eciML1515,eciML1515_2oxoadp,2-oxoadipate(2-),2oxoadp,YT,aerobic,D-glucose,0.333333333333333,0.0555555555555556,0.292540807808586,0.912500000000001,1.90987249112779,2.09301094918113
eciML1515,eciML1515_2oxoadp,2-oxoadipate(2-),2oxoadp,YA,aerobic,D-glucose,0.205638184825395,0.0342730308042326,0.180472682115337,0.716450228505072,2.59277314628091,3.618915931803
eciML1515,eciML1515_met_28660,(-)-alpha-pinene,met_28660,YT,aerobic,D-glucose,0.0833333333333333,0.0138888888888888,0.0630167423159692,0.395248380129589,0.198399704396135,0.501962093636125
eciML1515,eciML1515_met_28660,(-)-alpha-pinene,met_28660,YA,aerobic,D-glucose,0.0784431909150262,0.0130738651525043,0.059318812180015,0.332940701998202,2.27119297996051,6.82161407821137
eciML1515,eciML1515_met_17221,beta-myrcene,met_17221,YT,aerobic,D-glucose,0.0833333333333333,0.0138888888888888,0.0630167423159692,0.395248380129589,0.198399704396135,0.501962093636125
eciML1515,eciML1515_met_17221,beta-myrcene,met_17221,YA,aerobic,D-glucose,0.0784431909150262,0.0130738651525043,0.059318812180015,0.332940701998202,2.27119297996051,6.82161407821137
eciML1515,eciML1515_met_10280,"(E,E)-alpha-farnesene",met_10280,YT,aerobic,D-glucose,0.0555555555555556,0.00925925925925927,0.0630167423159692,0.263498920086393,0.13540108627073,0.513858220847115
eciML1515,eciML1515_met_10280,"(E,E)-alpha-farnesene",met_10280,YA,aerobic,D-glucose,0.0523665554388544,0.00872775923980907,0.0593994551411736,0.221733449309407,1.43078072134433,6.45270583126055
eciML1515,eciML1515_met_45713,trans-resveratrol,met_45713,YT,aerobic,D-glucose,0.0769230769230769,0.0128205128205128,0.0974554668136027,0.338271605259422,2.81213797174136,8.31325458010205
eciML1515,eciML1515_met_45713,trans-resveratrol,met_45713,YA,aerobic,D-glucose,0.0693334462208898,0.0115555743701483,0.0878400037742842,0.288131358890096,1.65123108139282,5.73082738287665
eciML1515,eciML1515_5apentam,5-ammoniopentanamide,5apentam,YT,aerobic,D-glucose,0.249999999999988,0.0416666666666646,0.162594637488371,0.798507465221438,9.420911806408,11.7981511967398
eciML1515,eciML1515_5apentam,5-ammoniopentanamide,5apentam,YA,aerobic,D-glucose,0.247115299352667,0.0411858832254446,0.160718490064317,0.68602313160588,4.36491177965911,6.36263061486204
eciML1515,eciML1515_acgam6p,N-acetyl-D-glucosamine 6-phosphate(2-),acgam6p,YT,aerobic,D-glucose,0.250000000000001,0.0416666666666668,0.415156892186923,0.691919195049395,6.88613768986023,9.95222814908125
eciML1515,eciML1515_acgam6p,N-acetyl-D-glucosamine 6-phosphate(2-),acgam6p,YA,aerobic,D-glucose,0.19451473107121,0.0324191218452016,0.323016524944393,0.590436342707722,3.5467550089546,6.00700660242101
eciML1515,eciML1515_asp__L,L-aspartate(1-),asp__L,YT,aerobic,D-glucose,1.0,0.166666666666666,0.733224694081592,1.5,29.4204762149813,19.6136508099875
eciML1515,eciML1515_asp__L,L-aspartate(1-),asp__L,YA,aerobic,D-glucose,0.925379129963302,0.154229854993883,0.678510829476832,1.46197666422076,22.6700467850938,15.5064354581726
eciML1515,eciML1515_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.153382504084795,0.584699453551912,9.16727393107909,15.6786086858642
eciML1515,eciML1515_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,YA,aerobic,D-glucose,0.186155249551158,0.031025874925193,0.142764791623433,0.516395611152278,4.21265707343431,8.15780959879624
eciML1515,eciML1515_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.151144575464314,0.605198020155581,8.3332281633747,13.7694240328685
eciML1515,eciML1515_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,YA,aerobic,D-glucose,0.186098218609265,0.0310163697682109,0.140638681231813,0.538756885559652,4.19408968151204,7.78475374315688
eciML1515,eciML1515_ppal,propanal,ppal,YT,aerobic,D-glucose,0.373836669134273,0.0623061115223789,0.120518476797888,1.43518518518518,11.4944298966755,8.0090221215546
eciML1515,eciML1515_ppal,propanal,ppal,YA,aerobic,D-glucose,0.340392772371808,0.0567321287286346,0.10973674287828,1.16964784802867,6.1488458894019,5.25700611493036
eciML1515,eciML1515_met_2PETO,2-phenylethanol,met_2PETO,YT,aerobic,D-glucose,0.199999999999999,0.0333333333333333,0.135620774631391,0.557291666979926,8.77112665816387,15.7388440880452
eciML1515,eciML1515_met_2PETO,2-phenylethanol,met_2PETO,YA,aerobic,D-glucose,0.186158819280074,0.0310264698800123,0.126235016376144,0.491879459323811,3.86267238998664,7.85288410964888
eciML1515,eciML1515_ac,acetate,ac,YT,aerobic,D-glucose,2.0,0.333333333333333,0.65547702356426,2.8768472906404,21.1470382184348,7.35076842181893
eciML1515,eciML1515_ac,acetate,ac,YA,aerobic,D-glucose,1.99524275023196,0.332540458371994,0.653917889605109,2.69274302732783,38.7176664331127,14.3785225846576
eciML1515,eciML1515_met_87381,3-methylpentanol,met_87381,YT,aerobic,D-glucose,0.199999999999998,0.033333333333333,0.113429281353457,0.624277456647398,13.0092050938156,20.8388192706491
eciML1515,eciML1515_met_87381,3-methylpentanol,met_87381,YA,aerobic,D-glucose,0.199081525739143,0.0331802542898573,0.112908371976706,0.576170338791726,7.49069858263495,13.0008403388892
eciML1515,eciML1515_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.19888274532033,0.602959311475168,8.62035302298115,14.2967408561799
eciML1515,eciML1515_34hpp,3-(4-hydroxyphenyl)pyruvate,34hpp,YA,aerobic,D-glucose,0.185933757739969,0.0309889596233282,0.184895080935251,0.536977825390853,4.48650557168021,8.35510399040146
eciML1515,eciML1515_tym,tyraminium,tym,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.153408237355339,0.578378378649979,8.73066154352249,15.0950690167588
eciML1515,eciML1515_tym,tyraminium,tym,YA,aerobic,D-glucose,0.186099071779518,0.031016511963253,0.142745652875803,0.515193150234284,4.19438418287478,8.14138188942804
eciML1515,eciML1515_tyr__L,L-tyrosine zwitterion,tyr__L,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.201146407211354,0.575268817204302,8.62095070583144,14.985951694249
eciML1515,eciML1515_tyr__L,L-tyrosine zwitterion,tyr__L,YA,aerobic,D-glucose,0.185934608703588,0.0309891014505981,0.18700039258488,0.51195358249544,4.14167690519516,8.08994613341151
eciML1515,eciML1515_4abz,4-aminobenzoate,4abz,YT,aerobic,D-glucose,0.166666666666667,0.0277777777777778,0.125935421406543,0.711564627348812,3.75303324895081,5.27433925845088
eciML1515,eciML1515_4abz,4-aminobenzoate,4abz,YA,aerobic,D-glucose,0.140712620824676,0.0234521034707794,0.106324219204648,0.5134233825954,1.77083577960638,3.44907505118807
eciML1515,eciML1515_met_50029,(+)-sabinene,met_50029,YT,aerobic,D-glucose,0.0833333333333333,0.0138888888888888,0.0630167423159692,0.395248380129589,0.198399704396135,0.501962093636125
eciML1515,eciML1515_met_50029,(+)-sabinene,met_50029,YA,aerobic,D-glucose,0.0784431909150262,0.0130738651525043,0.059318812180015,0.332940701998202,2.27119297996051,6.82161407821137
eciML1515,eciML1515_met_17296,aniline,met_17296,YT,aerobic,D-glucose,0.166666666666666,0.0277777777777777,0.0861536131931969,0.716438356853224,3.76923445818918,5.26107294805459
eciML1515,eciML1515_met_17296,aniline,met_17296,YA,aerobic,D-glucose,0.140807327440448,0.0234678879067413,0.0727863601384332,0.517221830165025,1.77848016108976,3.43852493720599
eciML1515,eciML1515_cinnm,trans-cinnamate,cinnm,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.163359286413521,0.562130177514793,7.90549627211758,14.063461789346
eciML1515,eciML1515_cinnm,trans-cinnamate,cinnm,YA,aerobic,D-glucose,0.186047505304391,0.0310079175507318,0.151962938527705,0.488414316113777,3.82960797031071,7.84090032573615
eciML1515,eciML1515_2mbtoh,2-methylbutan-1-ol,2mbtoh,YT,aerobic,D-glucose,0.25,0.0416666666666666,0.122322096841912,0.764285714285715,8.51453363639345,11.140511299954
eciML1515,eciML1515_2mbtoh,2-methylbutan-1-ol,2mbtoh,YA,aerobic,D-glucose,0.24900271945787,0.0415004532429784,0.121834139053701,0.669478145215019,5.39293408479083,8.05542962580019
eciML1515,eciML1515_limnen,(4S)-limonene,limnen,YT,aerobic,D-glucose,0.0833333333333333,0.0138888888888888,0.0630167423159692,0.395248380129589,0.198399704396135,0.501962093636125
eciML1515,eciML1515_limnen,(4S)-limonene,limnen,YA,aerobic,D-glucose,0.0784431909150262,0.0130738651525043,0.059318812180015,0.332940701998202,2.27119297996051,6.82161407821137
eciML1515,eciML1515_caro,beta-carotene,caro,YT,aerobic,D-glucose,0.0208333333333333,0.00347222222222222,0.0620842720574352,0.102578475336322,0.0517177827126956,0.504177728740158
eciML1515,eciML1515_caro,beta-carotene,caro,YA,aerobic,D-glucose,0.0196580193201488,0.00327633655335814,0.0585817833399571,0.084546911226051,0.546500806834167,6.46387666810205
eciML1515,eciML1515_met_28398,butan-2-one,met_28398,YT,aerobic,D-glucose,0.2,0.0333333333333333,0.0800481449731199,1.04580152789394,9.19513694171361,8.79243020444897
eciML1515,eciML1515_met_28398,butan-2-one,met_28398,YA,aerobic,D-glucose,0.182053263012018,0.0303422105020031,0.072865129952078,0.861169534087496,4.75228593442215,5.51840926358098
eciML1515,eciML1515_met_28398_path_1,butan-2-one,met_28398,YT,aerobic,D-glucose,0.599999999999999,0.0999999999999999,0.240144434919359,1.09090909090909,71.4824119291424,65.5255442683805
eciML1515,eciML1515_met_28398_path_1,butan-2-one,met_28398,YA,aerobic,D-glucose,0.609296492963424,0.101549415493904,0.243865270001748,1.08248754095183,58.9928141935212,54.4974532839877
