Template model,Taget model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,Previous cofactor,New cofactor,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-glucose,DHFR,NADPH,NADH,0.0927560453334868,0.0869256653410974,6.70731707316933
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-glucose,HISTD,NADH,NADPH,0.0927560453334869,0.0869256653410974,6.70731707316936
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-glucose,GAPD,NADH,NADPH,0.126462749412266,0.0869256653410974,45.483786538792
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-glucose,GLUDy,NADPH,NADH,0.0992719486081258,0.0869256653410974,14.2032657657337
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,fructose,MDH,NADH,NADPH,0.330550918196994,0.326530612244891,1.23121869783169
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,fructose,GLUDy,NADPH,NADH,0.333333333333344,0.326530612244891,2.08333333333887
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,fructose,GAPD,NADH,NADPH,0.333333333333343,0.326530612244891,2.08333333333856
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,TMDS2,NADPH,NADH,0.0731707317073069,0.0685714285714407,6.70731707313705
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,HSDy,NADPH,NADH,0.0731707317073288,0.0685714285714407,6.70731707316893
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,SULRi,NADPH,NADH,0.0769230769230812,0.0685714285714407,12.1794871794737
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,PDH,NADH,NADPH,0.102272727272727,0.0685714285714407,49.1477272727009
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,MTHFD,NADPH,NADH,0.073170731707313,0.0685714285714407,6.70731707314591
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,ASAD,NADPH,NADH,0.0731707317073102,0.0685714285714407,6.70731707314193
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,TRDR,NADPH,NADH,0.0731707317073095,0.0685714285714407,6.70731707314091
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,DHFR,NADPH,NADH,0.0731707317073104,0.0685714285714407,6.70731707314216
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,HISTD,NADH,NADPH,0.0731707317073101,0.0685714285714407,6.70731707314176
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,GAPD,NADH,NADPH,0.109872611464956,0.0685714285714407,60.2308917197002
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,fructose,GLUDy,NADPH,NADH,0.0784313725490178,0.0685714285714407,14.3790849672974
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,TMDS2,NADPH,NADH,0.0927560453334627,0.0869256653410828,6.70731707315941
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,HSDy,NADPH,NADH,0.0927560453334607,0.0869256653410828,6.7073170731571
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,SULRi,NADPH,NADH,0.0954537967385933,0.0869256653410828,9.81083246708254
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,PDH,NADH,NADPH,0.117188356439703,0.0869256653410828,34.8144486209852
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,MTHFD,NADPH,NADH,0.0927560453334869,0.0869256653410828,6.7073170731873
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,ASAD,NADPH,NADH,0.0927560453334868,0.0869256653410828,6.70731707318716
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,TRDR,NADPH,NADH,0.0927560453334726,0.0869256653410828,6.70731707317078
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,DHFR,NADPH,NADH,0.0927560453334868,0.0869256653410828,6.70731707318719
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,HISTD,NADH,NADPH,0.0927560453334725,0.0869256653410828,6.70731707317076
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,GAPD,NADH,NADPH,0.126462749412291,0.0869256653410828,45.4837865388451
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,fructose,GLUDy,NADPH,NADH,0.0992719486081257,0.0869256653410828,14.2032657657528
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,MDH,NADH,NADPH,0.177033492822966,0.17391304347826,1.79425837320577
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,HSDy,NADPH,NADH,0.176000000000004,0.17391304347826,1.20000000000279
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,PGCD,NADH,NADPH,0.176,0.17391304347826,1.20000000000024
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,ASAD,NADPH,NADH,0.176000000000004,0.17391304347826,1.20000000000291
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,GAPD,NADH,NADPH,0.17961165048544,0.17391304347826,3.27669902912832
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,GLUDy,NADPH,NADH,0.180327868852455,0.17391304347826,3.68852459016217
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,glycerol,IMPD,NADH,NADPH,0.176,0.17391304347826,1.20000000000062
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,sucrose,MDH,NADH,NADPH,0.694490818030047,0.687074829931992,1.0793566835783
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,sucrose,GLUDy,NADPH,NADH,0.701388888888879,0.687074829931992,2.08333333332899
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,sucrose,GAPD,NADH,NADPH,0.7003367003367,0.687074829931992,1.93019301929906
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,TMDS2,NADPH,NADH,0.237804878048796,0.22285714285712,6.70731707318827
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,HSDy,NADPH,NADH,0.23780487804878,0.22285714285712,6.70731707318117
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,SULRi,NADPH,NADH,0.249999999999996,0.22285714285712,12.1794871794964
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,PDH,NADH,NADPH,0.280346820809246,0.22285714285712,25.7966503631357
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,MTHFD,NADPH,NADH,0.23780487804878,0.22285714285712,6.70731707318117
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,ASAD,NADPH,NADH,0.237804878048789,0.22285714285712,6.70731707318541
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,TRDR,NADPH,NADH,0.2378048780488,0.22285714285712,6.70731707319012
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,DHFR,NADPH,NADH,0.237804878048791,0.22285714285712,6.70731707318612
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,HISTD,NADH,NADPH,0.237804878048789,0.22285714285712,6.7073170731853
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,GAPD,NADH,NADPH,0.296636085626933,0.22285714285712,33.1059358582526
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,sucrose,GLUDy,NADPH,NADH,0.254901960784302,0.22285714285712,14.3790849673262
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,TMDS2,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318048
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,HSDy,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318039
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,SULRi,NADPH,NADH,0.287061439631032,0.259565616396423,10.5930144432595
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,PDH,NADH,NADPH,0.308196457526195,0.259565616396423,18.7354711324707
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,MTHFD,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318041
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,ASAD,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318039
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,TRDR,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318046
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,DHFR,NADPH,NADH,0.276975505301087,0.259565616396423,6.70731707318046
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,HISTD,NADH,NADPH,0.276975505301087,0.259565616396423,6.70731707318035
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,GAPD,NADH,NADPH,0.329378098212941,0.259565616396423,26.895889673575
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,sucrose,GLUDy,NADPH,NADH,0.29688877692402,0.259565616396423,14.3790849673224
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,MDH,NADH,NADPH,0.262103505843079,0.258503401360544,1.39267199719119
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,GLUDy,NADPH,NADH,0.26359338061466,0.258503401360544,1.96901829040825
iCW773,iCW773_met_87755,pentan-3-one,met_87755,aerobic,D-xylose,GAPD,NADH,NADPH,0.263593380614663,0.258503401360544,1.96901829040929
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,TMDS2,NADPH,NADH,0.0243902439024367,0.0228571428571388,6.70731707317953
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,HSDy,NADPH,NADH,0.0243902439024368,0.0228571428571388,6.70731707318001
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,SULRi,NADPH,NADH,0.0256410256410311,0.0228571428571388,12.1794871795309
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,PDH,NADH,NADPH,0.0476190476190489,0.0228571428571388,108.333333333375
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,MTHFD,NADPH,NADH,0.0243902439024368,0.0228571428571388,6.70731707317959
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,ASAD,NADPH,NADH,0.0243902439024369,0.0228571428571388,6.70731707318028
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,TRDR,NADPH,NADH,0.0243902439024367,0.0228571428571388,6.70731707317944
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,DHFR,NADPH,NADH,0.0243902439024373,0.0228571428571388,6.70731707318188
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,HISTD,NADH,NADPH,0.0243902439024368,0.0228571428571388,6.70731707317995
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,GAPD,NADH,NADPH,0.0476190476190475,0.0228571428571388,108.333333333369
iCW773,iCW773_met_87755,pentan-3-one,met_87755,anaerobic,D-xylose,GLUDy,NADPH,NADH,0.0261437908496645,0.0228571428571388,14.3790849673024
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,TMDS2,NADPH,NADH,0.0405632504811348,0.0381523401651803,6.31916759369557
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,HSDy,NADPH,NADH,0.0405632504811348,0.0381523401651803,6.31916759369559
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,SULRi,NADPH,NADH,0.0410832921539673,0.0381523401651803,7.68223384489006
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,PDH,NADH,NADPH,0.0668167369359182,0.0381523401651803,75.1314248264606
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,MTHFD,NADPH,NADH,0.0405632504811348,0.0381523401651803,6.31916759369555
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,ASAD,NADPH,NADH,0.0405632504811349,0.0381523401651803,6.31916759369568
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,TRDR,NADPH,NADH,0.0405632504811059,0.0381523401651803,6.31916759361988
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,DHFR,NADPH,NADH,0.0405632504811347,0.0381523401651803,6.31916759369515
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,HISTD,NADH,NADPH,0.0405632504811347,0.0381523401651803,6.31916759369526
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,GAPD,NADH,NADPH,0.0726857746397253,0.0381523401651803,90.5145905206147
iCW773,iCW773_met_87755,pentan-3-one,met_87755,microaerobic,D-xylose,GLUDy,NADPH,NADH,0.04272662384013,0.0381523401651803,11.989523198696
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,GAPD,NADH,NADPH,0.479166666666753,0.312500000000081,53.333333333321
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,KARA1,NADPH,NADH,0.340909090909177,0.312500000000081,9.09090909090839
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,TRDR,NADPH,NADH,0.32500000000009,0.312500000000081,4.00000000000189
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,SULRi,NADPH,NADH,0.375000000000081,0.312500000000081,19.9999999999946
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,IPMD,NADH,NADPH,0.340909090909182,0.312500000000081,9.09090909090981
iCW773,iCW773_3mb,isovalerate,3mb,anaerobic,D-glucose,PDH,NADH,NADPH,0.349344978166016,0.312500000000081,11.790393013096
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,GAPD,NADH,NADPH,0.539391506067188,0.37272483940052,44.7157390783854
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,KARA1,NADPH,NADH,0.406608915709645,0.37272483940052,9.09090909090559
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,TRDR,NADPH,NADH,0.391916488222801,0.37272483940052,5.14901256732684
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,SULRi,NADPH,NADH,0.468683083511868,0.37272483940052,25.7450628366183
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,IPMD,NADH,NADPH,0.406608915709645,0.37272483940052,9.09090909090553
iCW773,iCW773_3mb,isovalerate,3mb,microaerobic,D-glucose,PDH,NADH,NADPH,0.412930252564534,0.37272483940052,10.7868885874844
