Template model,Taget model,Target chemical,Target ID,Air condition,Carbon source,Target reaction,Previous cofactor,New cofactor,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,D-galactose,FLDR2,NADPH,NADH,0.554445837620787,0.495415371932796,11.9153480154829
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,D-galactose,PDH,NADH,NADPH,0.500993171158537,0.495415371932796,1.12588335803565
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,glycerol,GAPD,NADH,NADPH,0.403200799298365,0.391905290653351,2.88220366358997
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,glycerol,PDH,NADH,NADPH,0.39955052561329,0.391905290653351,1.95078636146848
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,glycerol,GLYCDx,NADH,NADPH,0.403328406181083,0.391905290653351,2.91476430662327
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,glycerol,GAPD,NADH,NADPH,0.203746261467495,0.0861965019736248,136.374164614986
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,glycerol,FLDR2,NADPH,NADH,0.230988756073113,0.0861965019736248,167.979269209548
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,glycerol,GAPD,NADH,NADPH,0.230190788220428,0.112669232554828,104.306697579048
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,glycerol,GLYCDx,NADH,NADPH,0.230298546638232,0.112669232554828,104.402338966994
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,D-xylose,GAPD,NADH,NADPH,0.609151111404436,0.5903065730801,3.19233076230349
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,D-xylose,PDH,NADH,NADPH,0.605459295603374,0.5903065730801,2.56692424145137
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,D-xylose,GAPD,NADH,NADPH,0.554396693078398,0.349378029162077,58.6810408221785
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,D-xylose,FLDR2,NADPH,NADH,0.412758867662565,0.349378029162077,18.1410487237839
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,D-xylose,PDH,NADH,NADPH,0.364274209063608,0.349378029162077,4.26362812145273
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,D-xylose,GAPD,NADH,NADPH,0.571484322211541,0.401308554674338,42.4052180186641
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.452075016283526,0.401308554674338,12.6502316030579
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,D-xylose,PDH,NADH,NADPH,0.408723125563053,0.401308554674338,1.84759851300249
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,L-arabinose,GAPD,NADH,NADPH,0.609155835913437,0.590290433052248,3.19595267089796
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,aerobic,L-arabinose,PDH,NADH,NADPH,0.60550013624256,0.590290433052248,2.57664741602974
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.554396536421,0.349386066756987,58.6773455412591
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,L-arabinose,FLDR2,NADPH,NADH,0.412766240652787,0.349386066756987,18.1404411698772
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,anaerobic,L-arabinose,PDH,NADH,NADPH,0.364272380358722,0.349386066756987,4.26070614089144
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.571483739082731,0.401308124715142,42.405225283785
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.452050427649799,0.401308124715142,12.6442251750261
iML1515,iML1515_mev__R,(R)-mevalonate,mev__R,microaerobic,L-arabinose,PDH,NADH,NADPH,0.408724116449294,0.401308124715142,1.84795454600288
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,D-glucose,PDH,NADH,NADPH,0.236247112822272,0.231463683020653,2.06660057387562
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,D-glucose,GAPD,NADH,NADPH,0.236921148518094,0.231463683020653,2.35780638509677
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-glucose,PDH,NADH,NADPH,0.109161176248703,0.103657479214336,5.30950306343724
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-glucose,DXPRIi,NADPH,NADH,0.114561187329172,0.103657479214336,10.5189786568997
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-glucose,GAPD,NADH,NADPH,0.129452724185763,0.103657479214336,24.8850784014242
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-glucose,FLDR2,NADPH,NADH,0.118123641124703,0.103657479214336,13.955733845751
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-glucose,PDH,NADH,NADPH,0.122701852059156,0.116506734187447,5.31739037654415
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-glucose,DXPRIi,NADPH,NADH,0.128770804459404,0.116506734187447,10.526490470693
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-glucose,GAPD,NADH,NADPH,0.140253931903097,0.116506734187447,20.3826824957975
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-glucose,FLDR2,NADPH,NADH,0.127963167684848,0.116506734187447,9.83328009089066
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,fructose,PDH,NADH,NADPH,0.236246899014941,0.231343826346339,2.11938772952675
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,fructose,GAPD,NADH,NADPH,0.236927940925881,0.231343826346339,2.41377289713438
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,fructose,DXPRIi,NADPH,NADH,0.11455944605983,0.103657461934803,10.5173172500449
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,fructose,GAPD,NADH,NADPH,0.129452724186199,0.103657461934803,24.8850992199874
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,fructose,FLDR2,NADPH,NADH,0.118129700884971,0.103657461934803,13.9615987889713
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,fructose,PDH,NADH,NADPH,0.122693109846484,0.116514644896062,5.30273679839481
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,fructose,DXPRIi,NADPH,NADH,0.128770804460122,0.116514644896062,10.5189863257052
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,fructose,GAPD,NADH,NADPH,0.140253803117569,0.116514644896062,20.3743986369126
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,fructose,FLDR2,NADPH,NADH,0.12795667803728,0.116514644896062,9.82025319772064
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,D-galactose,PDH,NADH,NADPH,0.234285697154922,0.228329797430301,2.60846363096294
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,D-galactose,GAPD,NADH,NADPH,0.234694537902941,0.228329797430301,2.78752074598704
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-galactose,PDH,NADH,NADPH,0.0941232190571114,0.089377403519415,5.3098606032625
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-galactose,GAPD,NADH,NADPH,0.11578923141357,0.089377403519415,29.550900847571
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-galactose,PDH,NADH,NADPH,0.107649892698008,0.102228731148955,5.30297254805418
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-galactose,DXPRIi,NADPH,NADH,0.112980609211333,0.102228731148955,10.5174718902771
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-galactose,GAPD,NADH,NADPH,0.126581816668464,0.102228731148955,23.8221537583455
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-galactose,FLDR2,NADPH,NADH,0.11550954950469,0.102228731148955,12.9912777029227
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,glycerol,GLYCDx,NADH,NADPH,0.134005769868916,0.131279036907081,2.07705131457074
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,glycerol,GAPD,NADH,NADPH,0.133993249551453,0.131279036907081,2.06751413501944
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,glycerol,DXPRIi,NADPH,NADH,0.132762303180285,0.131279036907081,1.12985767427113
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.0412405721200949,0.0222022377757464,85.7496191899446
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,glycerol,FLDR2,NADPH,NADH,0.0481226575153404,0.0222022377757464,116.746879307406
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,glycerol,GLYCDx,NADH,NADPH,0.0479565670802726,0.0290200269125115,65.2533515039467
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,glycerol,FLDR2,NADPH,NADH,0.0529886328548836,0.0290200269125115,82.5933277547662
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,aerobic,D-xylose,GAPD,NADH,NADPH,0.195209326679824,0.190630680941526,2.40184093960345
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-xylose,PDH,NADH,NADPH,0.0759272654396325,0.0720974453955659,5.31200519387908
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-xylose,DXPRIi,NADPH,NADH,0.0796818101078831,0.0720974453955659,10.5196025610965
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-xylose,GAPD,NADH,NADPH,0.0942170826922053,0.0720974453955659,30.6801956370007
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,D-xylose,FLDR2,NADPH,NADH,0.0859926992226936,0.0720974453955659,19.2728795741523
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-xylose,PDH,NADH,NADPH,0.0872072346518116,0.082809692655272,5.31041941532868
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-xylose,DXPRIi,NADPH,NADH,0.0915266889093032,0.082809692655272,10.5265410056756
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-xylose,GAPD,NADH,NADPH,0.103207187856939,0.082809692655272,24.6317726193964
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.0941820479112465,0.082809692655272,13.7331209564034
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,L-arabinose,DXPRIi,NADPH,NADH,0.0796899295442302,0.0720971926426292,10.5312518050968
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.0942166070836319,0.0720971926426292,30.6799940888738
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,anaerobic,L-arabinose,FLDR2,NADPH,NADH,0.0859933867976203,0.0720971926426292,19.2742513898864
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,L-arabinose,DXPRIi,NADPH,NADH,0.091526676835743,0.0828097790888341,10.5264110625846
iML1515,iML1515_met_49243,"(E,R)-alpha-bisabolene",met_49243,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.103211521666906,0.0828097790888341,24.6368759856079
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,D-glucose,FLDR2,NADPH,NADH,0.404989434132438,0.33203196381263,21.9730261755697
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,D-glucose,GAPD,NADH,NADPH,0.40685141892747,0.33203196381263,22.5338109788314
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-glucose,FLDR2,NADPH,NADH,0.43711883836636,0.373241488704451,17.1142146827331
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-glucose,GAPD,NADH,NADPH,0.438977158833952,0.373241488704451,17.612101580045
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,fructose,FLDR2,NADPH,NADH,0.405016113116991,0.332055497586786,21.9724160751579
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,fructose,GAPD,NADH,NADPH,0.406812118505067,0.332055497586786,22.5132911400579
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,fructose,FLDR2,NADPH,NADH,0.433749071712917,0.37324182856613,16.2112706872204
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,fructose,GAPD,NADH,NADPH,0.435197606981143,0.37324182856613,16.5993663285345
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,D-galactose,FLDR2,NADPH,NADH,0.362337891471653,0.286287883001448,26.5641729831157
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,D-galactose,GAPD,NADH,NADPH,0.363905811976058,0.286287883001448,27.1118456571971
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-galactose,FLDR2,NADPH,NADH,0.396012139112432,0.327450955785364,20.937847978678
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-galactose,GAPD,NADH,NADPH,0.397807587934707,0.327450955785364,21.4861587380612
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,aerobic,glycerol,GLYCDx,NADH,NADPH,0.424239046045241,0.419758014911501,1.06752723582539
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,aerobic,glycerol,GAPD,NADH,NADPH,0.424191929613141,0.419758014911501,1.05630257055957
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.125824106253686,0.0637043943338025,97.512444109248
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,glycerol,FLDR2,NADPH,NADH,0.165000484774339,0.0637043943338025,159.009580892896
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,glycerol,GAPD,NADH,NADPH,0.11779818061548,0.0637043943338025,84.9137439377167
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,glycerol,GAPD,NADH,NADPH,0.136965501612432,0.0832696326275458,64.4843351538025
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,D-xylose,FLDR2,NADPH,NADH,0.294835604698676,0.230949863451002,27.6621688764182
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.322910726113099,0.265272004199748,21.7281586450219
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,D-xylose,GAPD,NADH,NADPH,0.32437906149596,0.265272004199748,22.2816793179972
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,anaerobic,L-arabinose,FLDR2,NADPH,NADH,0.294835775112031,0.230929946735246,27.6732529844001
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.322910882625618,0.265272256001723,21.7281020988189
iML1515,iML1515_2dda7p,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,2dda7p,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.324379069156475,0.265272256001723,22.2815661334626
iML1515,iML1515_subeac,suberate(2-),subeac,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.289478302859193,0.244259638243822,18.512540565639
iML1515,iML1515_subeac,suberate(2-),subeac,anaerobic,glycerol,GAPD,NADH,NADPH,0.289464644644092,0.244259638243822,18.5069488865557
iML1515,iML1515_subeac,suberate(2-),subeac,microaerobic,glycerol,GLYCDx,NADH,NADPH,0.318839538171063,0.311976104664527,2.19998692333067
iML1515,iML1515_subeac,suberate(2-),subeac,microaerobic,glycerol,FLDR2,NADPH,NADH,0.317933489622888,0.311976104664527,1.9095645048736
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-glucose,AGPR,NADPH,NADH,0.769105235134175,0.758793994038731,1.35889861760249
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-glucose,GAPD,NADH,NADPH,0.78059216106624,0.758793994038731,2.87273847694629
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-glucose,GLUDy,NADPH,NADH,0.782574329341662,0.758793994038731,3.13396461882335
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-glucose,PDH,NADH,NADPH,0.771130766759911,0.758793994038731,1.62583953195469
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,AGPR,NADPH,NADH,0.197919440448992,0.186567778848409,6.08447057184853
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,GAPD,NADH,NADPH,0.267059416546658,0.186567778848409,43.1433756649105
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,GLUDy,NADPH,NADH,0.226094982505324,0.186567778848409,21.1865113584438
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,PDH,NADH,NADPH,0.204677837884516,0.186567778848409,9.70695966253718
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,MDH,NADH,NADPH,0.197959083834284,0.186567778848409,6.10571935635808
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-glucose,FLDR2,NADPH,NADH,0.229862171091434,0.186567778848409,23.205717788066
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-glucose,GAPD,NADH,NADPH,0.292409728571772,0.20972636080761,39.4244039927868
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-glucose,GLUDy,NADPH,NADH,0.254157241984347,0.20972636080761,21.1851676659261
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-glucose,PDH,NADH,NADPH,0.230066106904992,0.20972636080761,9.69823059869916
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-glucose,MDH,NADH,NADPH,0.222548440603822,0.20972636080761,6.11371872702941
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-glucose,FLDR2,NADPH,NADH,0.249009407386385,0.20972636080761,18.7306194736343
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,fructose,GAPD,NADH,NADPH,0.780622089339121,0.755140238620237,3.37445277256633
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,fructose,GLUDy,NADPH,NADH,0.782574247902766,0.755140238620237,3.63296880227905
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,fructose,PDH,NADH,NADPH,0.7711293841379669,0.755140238620237,2.117374323337
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,fructose,MDH,NADH,NADPH,0.770727338662298,0.755140238620237,2.06413315631828
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,fructose,AGPR,NADPH,NADH,0.197919759822058,0.186567305036176,6.0849111711621
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,fructose,GAPD,NADH,NADPH,0.267059416549273,0.186567305036176,43.1437391977599
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,fructose,GLUDy,NADPH,NADH,0.226110093153382,0.186567305036176,21.194918428788
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,fructose,PDH,NADH,NADPH,0.204677798448579,0.186567305036176,9.70721714015796
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,fructose,FLDR2,NADPH,NADH,0.229874010147946,0.186567305036176,23.2123764147059
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,AGPR,NADPH,NADH,0.222453738274298,0.209725714285397,6.06889051839394
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,GAPD,NADH,NADPH,0.292432620268232,0.209725714285397,39.4357488611462
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,GLUDy,NADPH,NADH,0.254157241984629,0.209725714285397,21.1855412440119
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,PDH,NADH,NADPH,0.23006610690771,0.209725714285397,9.69856876712473
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,MDH,NADH,NADPH,0.222549126313027,0.209725714285397,6.11437279940774
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,fructose,FLDR2,NADPH,NADH,0.249009422207251,0.209725714285397,18.7309925517267
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-galactose,AGPR,NADPH,NADH,0.761775627435967,0.753115976940478,1.14984288750177
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-galactose,GAPD,NADH,NADPH,0.77254032531144,0.753115976940478,2.57919748959158
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-galactose,GLUDy,NADPH,NADH,0.773978180442717,0.753115976940478,2.77011830063564
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-galactose,PDH,NADH,NADPH,0.763141799216227,0.753115976940478,1.33124546321261
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-galactose,MDH,NADH,NADPH,0.76283921334149,0.753115976940478,1.29106760429011
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-galactose,AGPR,NADPH,NADH,0.170653449794534,0.160869066615847,6.08220298937436
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-galactose,GAPD,NADH,NADPH,0.238849947535797,0.160869066615847,48.4747518963155
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-galactose,GLUDy,NADPH,NADH,0.194954453410124,0.160869066615847,21.1882790839292
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-galactose,PDH,NADH,NADPH,0.176477900317861,0.160869066615847,9.70281859052997
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-galactose,MDH,NADH,NADPH,0.170689162618276,0.160869066615847,6.10440292158822
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,AGPR,NADPH,NADH,0.19519213129893,0.1839991674135,6.08316007228204
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,GAPD,NADH,NADPH,0.264240821573581,0.1839991674135,43.6097919833269
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,GLUDy,NADPH,NADH,0.222995208588073,0.1839991674135,21.193596537824
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,PDH,NADH,NADPH,0.201856913502973,0.1839991674135,9.70534070371129
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,MDH,NADH,NADPH,0.195246492358542,0.1839991674135,6.11270426010461
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,D-galactose,FLDR2,NADPH,NADH,0.224763641896875,0.1839991674135,22.1547059459051
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,glycerol,AGPR,NADPH,NADH,0.436967988091074,0.429982666496973,1.62455888071249
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,glycerol,GAPD,NADH,NADPH,0.445220251953051,0.429982666496973,3.54376737560544
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,glycerol,GLUDy,NADPH,NADH,0.451448651199534,0.429982666496973,4.99229070730731
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,glycerol,PDH,NADH,NADPH,0.437318795162217,0.429982666496973,1.70614520929659
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,glycerol,GLYCDx,NADH,NADPH,0.445975850083281,0.429982666496973,3.71949495466925
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,glycerol,AGPR,NADPH,NADH,0.0418726085084848,0.0396000787117304,5.73870020132361
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,glycerol,GAPD,NADH,NADPH,0.077300278864957,0.0396000787117304,95.2023364086367
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,glycerol,MDH,NADH,NADPH,0.0418796981784658,0.0396000787117304,5.75660337276087
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,glycerol,FLDR2,NADPH,NADH,0.0936441829947713,0.0396000787117304,136.474739549019
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,glycerol,GAPD,NADH,NADPH,0.0898814903441842,0.0517623619357553,73.6425599275016
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,glycerol,GLYCDx,NADH,NADPH,0.0899189585665913,0.0517623619357553,73.714944998441
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,glycerol,MDH,NADH,NADPH,0.0547532791107458,0.0517623619357553,5.77816981903318
iML1515,iML1515_agm,agmatinium(2+),agm,microaerobic,glycerol,FLDR2,NADPH,NADH,0.103114472272014,0.0517623619357553,99.2074326128987
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-xylose,AGPR,NADPH,NADH,0.633436820523851,0.626393801901441,1.12437552878565
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-xylose,GLUDy,NADPH,NADH,0.643548552453499,0.626393801901441,2.73865266546129
iML1515,iML1515_agm,agmatinium(2+),agm,aerobic,D-xylose,MDH,NADH,NADPH,0.634364618992398,0.626393801901441,1.27249296956031
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-xylose,GAPD,NADH,NADPH,0.194357752965415,0.129771828035496,49.7688334268153
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-xylose,PDH,NADH,NADPH,0.142362524199149,0.129771828035496,9.70217986003054
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-xylose,MDH,NADH,NADPH,0.13769000841424,0.129771828035496,6.10161735301904
iML1515,iML1515_agm,agmatinium(2+),agm,anaerobic,D-xylose,FLDR2,NADPH,NADH,0.167338410897111,0.129771828035496,28.9481803795966
