Template model,Taget model,Target chemical,Target ID,Air condition,Carbon source,Target reaction,Previous cofactor,New cofactor,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,anaerobic,D-xylose,GAPD,NADH,NADPH,0.874241893437056,0.619211463567329,41.1863224237606
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.872550732614735,0.694829259418217,25.5777186679392
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,microaerobic,D-xylose,GAPD,NADH,NADPH,0.902683643050786,0.694829259418217,29.9144546397781
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,aerobic,L-arabinose,GAPD,NADH,NADPH,0.892070740125905,0.869782906693083,2.56245935178929
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.874244332151148,0.61927182203732,41.1729552420135
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.872550808370315,0.694830997961719,25.5774153614239
iML1515,iML1515_actn__R,(R)-acetoin,actn__R,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.902655508001824,0.694830997961719,29.9100803864185
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.217078805077337,0.147028688248697,47.643842615362
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,anaerobic,glycerol,GAPD,NADH,NADPH,0.206134126322974,0.147028688248697,40.1999356576596
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,anaerobic,glycerol,FLDR2,NADPH,NADH,0.216556721148025,0.147028688248697,47.2887527784526
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,microaerobic,glycerol,GLYCDx,NADH,NADPH,0.239128227998604,0.187186240389246,27.7488278525961
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,microaerobic,glycerol,GAPD,NADH,NADPH,0.239116437440225,0.187186240389246,27.7425290144149
iML1515,iML1515_met_18351,4-hydroxyhexan-3-one,met_18351,microaerobic,glycerol,FLDR2,NADPH,NADH,0.238451341710629,0.187186240389246,27.387216717842
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,D-glucose,FLDR2,NADPH,NADH,1.05471481916073,0.93291715741414,13.055570988124
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,D-glucose,GAPD,NADH,NADPH,1.05899714439831,0.93291715741414,13.5145962299201
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-glucose,FLDR2,NADPH,NADH,1.13327010194691,1.0408120392528,8.8832622228788
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-glucose,GAPD,NADH,NADPH,1.1380916830066,1.0408120392528,9.3465140760323
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,fructose,FLDR2,NADPH,NADH,1.03770922523567,0.932852385001654,11.2404536794789
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,fructose,GAPD,NADH,NADPH,1.0409485578137,0.932852385001654,11.5877039658169
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,fructose,FLDR2,NADPH,NADH,1.09646719562094,1.02583478193554,6.88535960460707
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,fructose,GAPD,NADH,NADPH,1.10008483508167,1.02583478193554,7.23801283146459
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,D-galactose,FLDR2,NADPH,NADH,0.951127803029614,0.804291368826476,18.2566219027544
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,D-galactose,GAPD,NADH,NADPH,0.955286138128035,0.804291368826476,18.7736403937632
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-galactose,FLDR2,NADPH,NADH,1.03951961162214,0.92006126786665,12.9837379235064
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-galactose,GAPD,NADH,NADPH,1.04434419942808,0.92006126786665,13.5081147204046
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.353483126270404,0.183150597281441,93.0013505373499
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,glycerol,GAPD,NADH,NADPH,0.410885922286347,0.239400132586239,71.6314514313538
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.847640655532501,0.745237821757857,13.740960373307
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,D-xylose,GAPD,NADH,NADPH,0.851495053757727,0.745237821757857,14.2581641588226
iML1515,iML1515_fum_path_1,fumarate(2-),fum,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.777290271944761,0.648849820572812,19.7950970008068
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.847640546666,0.745288011797109,13.7332860919215
iML1515,iML1515_fum_path_1,fumarate(2-),fum,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.851495053757305,0.745288011797109,14.2504696545566
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,D-glucose,FLDR2,NADPH,NADH,1.05471481916073,0.93291715741414,13.055570988124
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,D-glucose,GAPD,NADH,NADPH,1.05899714439831,0.93291715741414,13.5145962299201
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-glucose,FLDR2,NADPH,NADH,1.13327010194691,1.0408120392528,8.8832622228788
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-glucose,GAPD,NADH,NADPH,1.1380916830066,1.0408120392528,9.3465140760323
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,fructose,FLDR2,NADPH,NADH,1.03770922523567,0.932852385001654,11.2404536794789
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,fructose,GAPD,NADH,NADPH,1.0409485578137,0.932852385001654,11.5877039658169
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,fructose,FLDR2,NADPH,NADH,1.09646719562094,1.02583478193554,6.88535960460707
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,fructose,GAPD,NADH,NADPH,1.10008483508167,1.02583478193554,7.23801283146459
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,D-galactose,FLDR2,NADPH,NADH,0.951127803029614,0.804291368826476,18.2566219027544
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,D-galactose,GAPD,NADH,NADPH,0.955286138128035,0.804291368826476,18.7736403937632
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-galactose,FLDR2,NADPH,NADH,1.03951961162214,0.92006126786665,12.9837379235064
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-galactose,GAPD,NADH,NADPH,1.04434419942808,0.92006126786665,13.5081147204046
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.353483126270404,0.183150597281441,93.0013505373499
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,glycerol,GAPD,NADH,NADPH,0.410885922286347,0.239400132586239,71.6314514313538
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.847640655532501,0.745237821757857,13.740960373307
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,D-xylose,GAPD,NADH,NADPH,0.851495053757727,0.745237821757857,14.2581641588226
iML1515,iML1515_fum,fumarate(2-),fum,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.777290271944761,0.648849820572812,19.7950970008068
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.847640546666,0.745288011797109,13.7332860919215
iML1515,iML1515_fum,fumarate(2-),fum,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.851495053757305,0.745288011797109,14.2504696545566
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,D-glucose,GAPD,NADH,NADPH,1.18315187507142,1.1467802033308,3.17163407904803
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,D-glucose,PDH,NADH,NADPH,1.17299570650325,1.1467802033308,2.28600939363092
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,THRD,NADH,NADPH,1.07246259634494,1.05775809463363,1.39015733237295
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,FLDR2,NADPH,NADH,1.08468533147417,1.05775809463363,2.54568950851399
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,ASAD,NADPH,NADH,1.07260714853262,1.05775809463363,1.40382323466283
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,DSERDHr,NADPH,NADH,1.07221757254972,1.05775809463363,1.36699288707398
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,GLUDy,NADPH,NADH,1.07360344295212,1.05775809463363,1.4980124849794
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,ACALD,NADH,NADPH,1.07243056584761,1.05775809463363,1.38712918279004
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,GAPD,NADH,NADPH,1.19258860269055,1.05775809463363,12.7468188370256
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,HSDy,NADPH,NADH,1.0726091277127,1.05775809463363,1.40401034550459
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-glucose,MTHFD,NADPH,NADH,1.07234700837479,1.05775809463363,1.37922969487787
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,THRD,NADH,NADPH,1.11689365556452,1.09641957167043,1.86735848420633
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,DSERDHr,NADPH,NADH,1.11664987627635,1.09641957167043,1.84512436011119
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,GLUDy,NADPH,NADH,1.11757976655592,1.09641957167043,1.92993589609566
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,ACALD,NADH,NADPH,1.11685097312813,1.09641957167043,1.86346559160455
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,GAPD,NADH,NADPH,1.21064691033913,1.09641957167043,10.4182141235096
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,HSDy,NADPH,NADH,1.11696885160585,1.09641957167043,1.8742168113714
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-glucose,MTHFD,NADPH,NADH,1.11679729866403,1.09641957167043,1.85857016055899
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,fructose,GAPD,NADH,NADPH,1.18315981988189,1.14678632203484,3.17177639357462
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,fructose,PDH,NADH,NADPH,1.17294282767046,1.14678632203484,2.28085259939328
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,THRD,NADH,NADPH,1.07249334856939,1.05777714007384,1.39123903684745
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,DSERDHr,NADPH,NADH,1.07211958826807,1.05777714007384,1.35590453327685
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,ASAD,NADPH,NADH,1.07266893203477,1.05777714007384,1.40783832404369
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,FLDR2,NADPH,NADH,1.08468533147107,1.05777714007384,2.54384315729767
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,GLUDy,NADPH,NADH,1.07362660817444,1.05777714007384,1.49837498846787
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,ACALD,NADH,NADPH,1.07241681116628,1.05777714007384,1.38400335361976
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,GAPD,NADH,NADPH,1.19258860268074,1.05777714007384,12.7447888122715
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,HSDy,NADPH,NADH,1.07260921709412,1.05777714007384,1.40219300062047
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,fructose,MTHFD,NADPH,NADH,1.07234744325537,1.05777714007384,1.37744545892875
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,GLUDy,NADPH,NADH,1.11758542447807,1.09644930655907,1.9276876543739
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,THRD,NADH,NADPH,1.11689381839419,1.09644930655907,1.86461076794222
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,DSERDHr,NADPH,NADH,1.11667217026541,1.09644930655907,1.84439568572594
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,ASAD,NADPH,NADH,1.11694396256093,1.09644930655907,1.8691840907979
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,ACALD,NADH,NADPH,1.11687887591637,1.09644930655907,1.86324796186139
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,GAPD,NADH,NADPH,1.21069126397657,1.09644930655907,10.4192648701675
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,HSDy,NADPH,NADH,1.11696847919714,1.09644930655907,1.8714200935078
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,fructose,MTHFD,NADPH,NADH,1.11678430542983,1.09644930655907,1.85462280372796
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,D-galactose,GAPD,NADH,NADPH,1.17518520850341,1.13887216904159,3.18850881151753
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,D-galactose,PDH,NADH,NADPH,1.16537728774703,1.13887216904159,2.32731288251104
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,GLUDy,NADPH,NADH,1.07440254585547,1.05850152792151,1.50221964867458
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,FLDR2,NADPH,NADH,1.07993561880281,1.05850152792151,2.02494661707166
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,ASAD,NADPH,NADH,1.07345674265826,1.05850152792151,1.41286661778545
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,DSERDHr,NADPH,NADH,1.07300916019326,1.05850152792151,1.37058208127835
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,THRD,NADH,NADPH,1.07328281368114,1.05850152792151,1.39643499510637
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,ACALD,NADH,NADPH,1.07328332502122,1.05850152792151,1.39648330302755
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,GAPD,NADH,NADPH,1.18783401682977,1.05850152792151,12.2184508474182
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,HSDy,NADPH,NADH,1.07339579126723,1.05850152792151,1.4071083463587
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-galactose,MTHFD,NADPH,NADH,1.07313752102043,1.05850152792151,1.3827087361568
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,GLUDy,NADPH,NADH,0.634466733812572,0.629181981530601,0.839940182189469
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,ASAD,NADPH,NADH,0.635680705818981,0.629181981530601,1.0328846787015
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,ACALD,NADH,NADPH,0.635545422937666,0.629181981530601,1.01138328716676
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,PDH,NADH,NADPH,0.64001697080518,0.629181981530601,1.72207558268291
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,GAPD,NADH,NADPH,0.647340732818496,0.629181981530601,2.886088893347
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,HSDy,NADPH,NADH,0.635605248985158,0.629181981530601,1.02089183147486
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,glycerol,GLYCDx,NADH,NADPH,0.647550417835602,0.629181981530601,2.91941550206447
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,glycerol,GAPD,NADH,NADPH,0.494785560277917,0.209297591984949,136.40289197092
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,glycerol,FLDR2,NADPH,NADH,0.523897654852579,0.209297591984949,150.312318399847
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.495023607643284,0.209297591984949,136.516628284419
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,D-xylose,PDH,NADH,NADPH,0.969873663406535,0.947739048818632,2.33551784275374
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-xylose,GAPD,NADH,NADPH,0.971022309113012,0.843529291855778,15.1142371092705
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,D-xylose,FLDR2,NADPH,NADH,0.880985929009292,0.843529291855778,4.44046668149578
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,THRD,NADH,NADPH,0.8866710368715,0.875760997778861,1.24577814270212
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,FLDR2,NADPH,NADH,0.896133259110811,0.875760997778861,2.32623528378399
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,ASAD,NADPH,NADH,0.886822095430216,0.875760997778861,1.2630269764706
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,DSERDHr,NADPH,NADH,0.88641795985004,0.875760997778861,1.21688018742647
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,GLUDy,NADPH,NADH,0.887577720711063,0.875760997778861,1.3493091108387
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,ACALD,NADH,NADPH,0.886688107012566,0.875760997778861,1.24772732074385
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,GAPD,NADH,NADPH,0.986027239250713,0.875760997778861,12.5909057096072
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,HSDy,NADPH,NADH,0.886782097378245,0.875760997778861,1.25845974270797
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,D-xylose,MTHFD,NADPH,NADH,0.886554120055084,0.875760997778861,1.23242783174835
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,L-arabinose,GAPD,NADH,NADPH,0.977995567805288,0.947714058111092,3.19521583910551
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,aerobic,L-arabinose,PDH,NADH,NADPH,0.969869615290604,0.947714058111092,2.3377892297673
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,anaerobic,L-arabinose,GAPD,NADH,NADPH,0.970957211716529,0.843578864821881,15.0997556015754
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,GLUDy,NADPH,NADH,0.887596093508036,0.875745766442194,1.35316978053852
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,FLDR2,NADPH,NADH,0.896133259108107,0.875745766442194,2.32801498415904
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,ASAD,NADPH,NADH,0.88675162569486,0.875745766442194,1.256741359696
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,DSERDHr,NADPH,NADH,0.886468758130662,0.875745766442194,1.22444116767252
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,ACALD,NADH,NADPH,0.886688118696354,0.875745766442194,1.249489597719
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,GAPD,NADH,NADPH,0.986059519427778,0.875745766442194,12.5965499592129
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,HSDy,NADPH,NADH,0.886781648462076,0.875745766442194,1.26016961117791
iML1515,iML1515_2ppoh,propan-2-ol,2ppoh,microaerobic,L-arabinose,MTHFD,NADPH,NADH,0.886552922503356,0.875745766442194,1.23405176197044
iML1515,iML1515_met_87755,pentan-3-one,met_87755,anaerobic,glycerol,FLDR2,NADPH,NADH,0.433160884786812,0.366357064194357,18.2346205714257
iML1515,iML1515_met_87755,pentan-3-one,met_87755,anaerobic,glycerol,GAPD,NADH,NADPH,0.434171978032105,0.366357064194357,18.510606308869
iML1515,iML1515_met_87755,pentan-3-one,met_87755,anaerobic,glycerol,GLYCDx,NADH,NADPH,0.434214391739662,0.366357064194357,18.5221834590601
iML1515,iML1515_met_87755,pentan-3-one,met_87755,microaerobic,glycerol,FLDR2,NADPH,NADH,0.47685776811252,0.467965616082088,1.90017209060748
iML1515,iML1515_met_87755,pentan-3-one,met_87755,microaerobic,glycerol,GAPD,NADH,NADPH,0.478233656726707,0.467965616082088,2.19418698548516
iML1515,iML1515_3mb,isovalerate,3mb,aerobic,D-glucose,IPMD,NADH,NADPH,0.761813351246571,0.753046773877528,1.16414778910776
iML1515,iML1515_3mb,isovalerate,3mb,aerobic,D-glucose,KARA1,NADPH,NADH,0.761871816942296,0.753046773877528,1.17191167546295
iML1515,iML1515_3mb,isovalerate,3mb,aerobic,D-glucose,GAPD,NADH,NADPH,0.775557534312045,0.753046773877528,2.98929113242274
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,D-glucose,GAPD,NADH,NADPH,0.568136299404771,0.386683578296083,46.9253754990726
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,D-glucose,IPMD,NADH,NADPH,0.425421691232339,0.386683578296083,10.0180393248027
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,D-glucose,KARA1,NADPH,NADH,0.425467772094482,0.386683578296083,10.0299562679391
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,D-glucose,FLDR2,NADPH,NADH,0.607522529588437,0.386683578296083,57.1110240226591
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,D-glucose,GAPD,NADH,NADPH,0.609320681549833,0.427891296545156,42.4008121851411
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,D-glucose,IPMD,NADH,NADPH,0.470783620227746,0.427891296545156,10.0241168794289
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,D-glucose,KARA1,NADPH,NADH,0.47085901687152,0.427891296545156,10.0417373929523
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,D-glucose,FLDR2,NADPH,NADH,0.657864508912179,0.427891296545156,53.7457093013701
iML1515,iML1515_3mb,isovalerate,3mb,aerobic,fructose,IPMD,NADH,NADPH,0.761829730587308,0.7530466325028,1.16634185791604
iML1515,iML1515_3mb,isovalerate,3mb,aerobic,fructose,KARA1,NADPH,NADH,0.761872363865262,0.7530466325028,1.17200329720994
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,fructose,GAPD,NADH,NADPH,0.568157254238036,0.386682613804653,46.9311611007837
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,fructose,KARA1,NADPH,NADH,0.42548825272404,0.386682613804653,10.0355272086247
iML1515,iML1515_3mb,isovalerate,3mb,anaerobic,fructose,FLDR2,NADPH,NADH,0.607522178278541,0.386682613804653,57.1113250479508
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,fructose,GAPD,NADH,NADPH,0.609343095264562,0.427913673905712,42.3986033684977
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,fructose,IPMD,NADH,NADPH,0.470784938020566,0.427913673905712,10.0186712248648
iML1515,iML1515_3mb,isovalerate,3mb,microaerobic,fructose,KARA1,NADPH,NADH,0.470835546850764,0.427913673905712,10.0304981033414
